sample_ID,Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales,Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales,Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales,Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales,Bacteria;Actinobacteriota;Actinobacteria;Frankiales,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales,Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales,Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales,Bacteria;Actinobacteriota;Actinobacteria;uncultured,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales,Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales,Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales,Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,Bacteria;Chloroflexi;Anaerolineae;Caldilineales,Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales,Bacteria;Dependentiae;Babeliae;Babeliales,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,Bacteria;Desulfobacterota;Desulfuromonadia;Geoalkalibacteraceae,Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales,Bacteria;Elusimicrobiota;Lineage IIa;Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12,Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales,Bacteria;Firmicutes;Bacilli;Bacillales,Bacteria;Firmicutes;Bacilli;Erysipelotrichales,Bacteria;Firmicutes;Bacilli;Izemoplasmatales,Bacteria;Firmicutes;Bacilli;Lactobacillales,Bacteria;Firmicutes;Bacilli;RF39,Bacteria;Firmicutes;Bacilli;Staphylococcales,Bacteria;Firmicutes;Bacilli;Thermicanales,Bacteria;Firmicutes;Clostridia;Caldicoprobacterales,Bacteria;Firmicutes;Clostridia;Christensenellales,Bacteria;Firmicutes;Clostridia;Clostridia UCG-014,Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group,Bacteria;Firmicutes;Clostridia;Clostridiales,Bacteria;Firmicutes;Clostridia;Eubacteriales,Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae,Bacteria;Firmicutes;Clostridia;Lachnospirales,Bacteria;Firmicutes;Clostridia;Monoglobales,Bacteria;Firmicutes;Clostridia;Oscillospirales,Bacteria;Firmicutes;Clostridia;Peptococcales,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales,Bacteria;Firmicutes;Clostridia;uncultured,Bacteria;Firmicutes;Incertae Sedis;DTU014,Bacteria;Firmicutes;Limnochordia;Hydrogenispora,Bacteria;Firmicutes;Limnochordia;M55-D21,Bacteria;Firmicutes;Moorellia;Desulfitibacterales,Bacteria;Firmicutes;Negativicutes;Acidaminococcales,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales,Bacteria;Firmicutes;uncultured;uncultured Peptococcaceae bacterium,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales,Bacteria;Myxococcota;Polyangia;Polyangiales,Bacteria;Myxococcota;Polyangia;mle1-27,Bacteria;Myxococcota;bacteriap25;uncultured bacterium,Bacteria;Nitrospirota;Nitrospiria;Nitrospirales,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales,Bacteria;Proteobacteria;Alphaproteobacteria;uncultured,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales,Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales,Bacteria;Spirochaetota;Brachyspirae;Brachyspirales,Bacteria;Spirochaetota;Spirochaetia;Spirochaetales,Bacteria;Synergistota;Synergistia;Synergistales,Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales,label
H27913,0,0,0,0,3,10,0,0,1,0,0,0,0,897,0,0,10545,0,380,0,0,0,0,0,0,0,28,0,0,0,0,0,382,1,62,0,0,0,0,593,1,105,14,3,29,3376,55,4859,28,26,0,0,1,0,0,0,8139,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,386,0,0,0,183,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
H27914,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2259,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,20,0,6,13,0,0,0,70,80,1,277,0,0,899,17,1821,3,13,0,1,0,0,0,1,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,1,1062,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0
H27915,0,0,0,0,0,1,1,0,1,0,0,0,0,77,0,0,10179,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,125,0,19,0,1,0,0,103,1300,0,64,1,0,1233,19,2888,0,18,0,0,0,0,0,32,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
H27918,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6507,0,0,0,0,0,0,0,200,0,17,0,0,0,0,0,160,2,4,93,1,0,0,408,245,4,0,0,0,1832,99,3593,15,15,0,7,0,0,0,529,26,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,140,0,0,0,110,0,0,0,0,572,0,0,0,0,0,0,0,0,0,1
H27922,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2880,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,40,0,17,0,0,0,0,11,7,0,1,0,0,2558,15,1563,6,5,0,0,0,0,0,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1
H27923,0,0,0,0,8,2,1,0,0,0,0,0,0,47,0,0,7110,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,336,0,25,0,0,0,0,385,1,5,11,0,3,2854,184,4306,9,75,0,0,4,0,0,435,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,175,0,0,0,0,161,0,0,0,0,0,0,0,0,0,1
H27925,0,0,0,0,2,3,0,0,1,0,0,0,0,731,0,0,7106,0,1,0,0,0,0,0,7,0,156,0,0,0,0,0,456,0,287,0,0,0,0,149,192,18,53,1,1,2689,154,4020,27,29,0,0,1,0,0,168,2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,501,0,0,0,0,10,11,0,0,0,0,0,0,0,0,1
H27928,0,0,0,0,8,0,0,1,6,0,0,0,0,503,0,0,4415,0,0,0,0,0,2,0,16,0,18,0,0,0,0,0,602,0,53,0,1,0,0,331,13,0,2,0,3,2214,3,2257,1,48,0,0,1,0,0,22,20,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,73,0,0,0,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H27929,0,0,0,0,2,0,0,0,0,0,0,0,0,65,0,0,4057,0,0,0,0,0,0,0,0,0,2,0,0,0,0,75,222,0,47,21,0,0,0,417,946,0,3,0,0,657,13,2277,9,24,0,1,0,0,0,0,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,1797,0,0,0,0,0,114,0,6,0,0,0,0,0,0,0
H27930,0,0,0,0,2,2,0,0,0,0,0,0,0,204,0,0,4509,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2,1827,0,42,0,0,0,0,1075,1,1,2,0,0,2559,154,4679,0,15,0,0,2,0,0,418,708,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,101,0,0,0,8182,0,0,0,0,2,1,0,0,0,0,0,0,0,9,1
H27931,0,0,0,0,2,0,0,0,1,0,0,0,0,24,0,0,9657,0,0,0,0,0,0,0,0,0,66,0,0,0,0,1,1090,0,151,0,0,0,0,16,2,0,1,0,0,2035,3,2928,0,69,0,0,0,0,0,1432,9,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,30,0,0,0,8388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H27933,0,0,0,0,5,3,0,0,4,0,0,0,0,13,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,1526,0,4,0,0,0,5,0,322,0,0,1558,52,3404,0,16,0,0,0,0,0,1,1363,0,0,0,0,0,0,2,0,0,0,0,29,0,0,0,3,0,0,0,1332,0,0,0,0,3915,4,0,0,0,0,0,0,0,0,2
H27934,0,0,0,0,5,0,0,0,0,0,0,0,0,590,0,0,9009,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,794,33,45,1061,0,0,0,871,2091,91,15,4,0,1939,45,4422,14,47,0,15,0,0,0,1,1698,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,4828,0,0,0,0,49,2,0,0,0,0,0,0,0,0,1
H27935,0,0,0,0,19,2,0,0,3,0,0,0,0,1024,0,0,2797,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,1399,0,137,0,8,0,0,297,58,0,56,0,0,3081,30,1434,0,30,0,0,0,0,0,80,659,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,69,0,0,1,130,0,0,0,0,2714,1,0,0,0,0,0,0,0,0,1
H27938,0,0,0,0,0,1,0,0,0,0,0,0,0,301,0,0,2908,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,210,0,40,0,0,0,0,289,834,2,24,0,0,2509,43,3554,0,9,0,0,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,8,0,0,0,0,20,1,0,0,0,0,0,0,0,1,1
H27939,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,8281,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,337,0,0,0,0,0,0,0,113,3,0,5325,170,5827,0,24,0,0,0,0,0,237,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,0,0,0,427,0,0,0,0,541,2,0,0,0,0,0,0,0,0,2
H27940,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,13705,0,0,0,0,0,15,0,0,0,156,0,0,0,0,0,36,0,30,0,0,0,0,34,0,0,18,0,13,2555,8,1824,3,52,8,44,0,0,0,611,67,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,732,0,0,0,7,0,0,0,0,59,0,0,0,0,0,0,0,0,0,1
H27942,0,0,0,0,8,0,1,0,1,0,0,0,0,399,0,0,5277,0,0,0,0,0,712,0,0,0,0,0,0,0,0,3,904,0,122,0,0,0,0,203,0,0,0,0,0,2258,4,1971,95,35,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4980,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
H27947,0,0,0,0,1,0,0,0,0,0,0,0,0,101,0,0,12610,0,26,0,0,0,0,0,0,0,7,0,0,0,1,0,74,11,90,265,0,0,0,155,3,76,9,0,0,2264,164,8122,34,27,0,1,0,0,0,373,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,521,0,0,0,0,35,2,0,0,0,0,0,0,0,0,0
H27948,0,0,0,0,3,1,0,0,14,0,0,0,0,120,0,0,19246,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,362,0,1000,0,0,0,0,13,4,0,23,0,0,2350,14,2557,0,223,0,0,0,0,0,1,1356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,6296,0,0,0,0,1075,1,0,0,0,0,0,0,0,0,1
H27949,0,0,0,0,2,0,0,0,0,0,0,0,0,18,0,0,11892,5,3,0,0,0,0,0,0,0,140,0,0,0,0,0,167,0,78,1,0,0,0,213,0,16,11,0,0,2117,26,4367,0,7,0,0,0,0,0,0,728,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2403,0,0,0,2511,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
H27955,0,0,0,0,14,1,5,0,23,0,0,0,0,592,0,0,1403,0,19,0,0,0,0,0,22,0,0,0,0,0,0,0,331,0,252,0,0,0,0,3052,3,0,0,0,0,8306,575,5787,5,86,0,0,0,0,0,1,8459,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,37,0,14,9,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,1
H27956,0,0,0,0,2,0,0,0,0,0,0,0,0,124,0,0,4997,0,0,0,0,0,0,0,169,0,19,0,0,0,0,0,340,0,18,1,0,0,0,77,51,1,0,1,0,3415,115,3239,4,39,0,0,0,0,0,0,1227,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,642,0,0,0,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H27957,0,0,0,0,1,0,1,0,0,0,0,0,0,305,0,0,6609,0,17,0,0,5,0,0,15,0,10,0,0,0,0,12,198,0,6,448,0,0,0,430,2441,17,9,0,0,3048,557,5465,0,26,0,0,0,0,0,284,160,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,43,0,3,0,1927,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
H27958,0,0,0,0,2,0,0,0,0,0,0,0,0,317,0,0,6113,0,0,0,0,0,0,0,8,0,85,0,0,0,0,0,462,11,26,399,1,0,0,1301,1551,5,28,0,0,2570,75,5695,35,37,0,14,0,0,0,0,3496,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,479,0,0,1,406,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
H27959,0,0,0,0,5,1,0,0,0,0,0,0,0,59,0,0,11034,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,50,0,38,2,0,0,0,2,1,0,5,0,0,2938,36,2083,0,5,0,0,0,0,0,2,277,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,457,0,0,0,388,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
H27960,0,0,0,0,5,0,1,0,1,0,0,0,0,54,0,0,2340,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,128,3,14,16,6,0,0,177,128,21,0,0,0,896,8,2940,26,18,0,3,0,0,0,1133,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H27961,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,8662,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,29,0,37,0,0,0,0,18,1,0,0,1,0,1077,77,1381,0,8,0,0,0,0,0,199,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H27964,0,0,0,0,1,0,0,0,1,0,0,0,0,420,0,0,7657,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,62,0,20,0,1,0,0,191,8,6,2,0,0,1236,76,6991,19,16,0,32,0,0,0,400,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,76,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
H27966,0,0,0,0,15,0,0,0,0,0,5,0,0,1073,0,0,5621,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,997,0,416,0,0,0,0,137,199,0,12,0,0,8696,918,3891,0,22,0,0,0,0,0,0,7507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1
H27967,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,10607,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,204,0,42,0,0,0,0,0,68,0,27,0,0,1661,0,1045,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H27968,0,0,0,0,0,0,0,0,2,0,0,0,0,59,0,0,1740,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,42,0,3,315,0,0,0,186,850,0,258,0,0,1329,36,2013,10,14,0,0,0,0,0,0,4351,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,85,0,0,0,296,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
H27969,0,0,0,0,1,0,5,0,1,0,0,0,0,96,0,0,6980,0,0,0,0,0,0,0,90,0,5,0,0,0,0,2,152,2,280,253,0,0,0,740,873,11,33,0,0,1495,68,3083,19,7,0,0,0,0,0,58,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,5,0,0,0,0,71,0,0,0,0,0,0,0,0,0,1
H27970,0,0,0,0,0,0,0,0,1,0,1,0,0,41,0,0,5541,0,0,0,0,0,0,0,64,0,8,0,0,0,0,0,65,0,20,64,0,0,0,65,236,12,17,0,0,2313,132,1658,3,15,0,1,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
H27971,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,9159,0,0,0,0,0,4,0,23,0,21,1,0,0,0,0,220,0,52,0,1,0,0,200,66,0,3,0,0,1524,19,1590,0,32,0,0,0,0,0,0,853,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,433,0,0,0,2450,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1
H27972,0,0,0,0,3,1,0,0,2,0,1,0,0,103,0,0,9310,0,1,0,0,0,17,0,155,0,16,0,0,0,0,0,75,2,21,357,0,0,0,1003,1473,556,8,0,0,1271,35,4738,12,21,0,14,0,0,0,47,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,1298,0,0,0,0,2,0,0,0,0,3,0,0,0,1,1
H27973,0,0,0,0,4,0,0,0,0,0,0,0,0,758,0,0,2986,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,304,0,1158,2,2,0,0,157,0,5,15,0,1,2309,17,3216,1,65,0,0,0,0,0,26,2434,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,70,0,0,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
H27978,0,0,0,0,0,3,0,0,2,0,0,0,0,69,0,0,15218,0,0,0,0,0,0,0,39,0,17,0,0,0,0,0,299,1,16,1408,1,0,0,608,2054,24,7,1,0,2556,19,6865,2,42,0,0,1,0,0,0,1419,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1395,0,0,0,234,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1
H27980,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,4412,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1205,0,83,0,0,0,0,864,1,13,38,1,0,5534,143,4550,48,141,0,5,0,0,0,0,2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,1,177,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
H27981,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,12361,0,0,0,0,1,0,0,0,0,79,0,0,0,0,0,7,0,44,0,0,0,0,11,1,0,1,1,0,699,6,892,0,5,0,0,0,0,0,0,6718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,50,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1
H27984,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,0,7860,0,0,0,0,0,0,0,44,0,4,0,0,0,0,0,349,0,35,0,1,0,0,12,7,0,16,0,0,2604,72,3498,0,15,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H27985,0,0,0,0,5,0,0,0,0,0,0,0,0,157,0,0,9136,0,0,0,0,0,2,0,0,0,18,0,0,0,0,0,1389,0,48,10,0,0,0,187,86,4,9,0,0,2577,10,2186,9,165,0,2,0,0,0,89,283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
H27986,0,0,0,0,4,3,0,0,0,0,0,0,0,247,0,0,16459,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,179,0,508,0,4,0,0,4,2,0,60,3,0,2350,81,2929,0,28,0,0,0,0,0,0,3899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,1,282,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0
H27987,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,8832,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,217,23,330,309,0,0,0,417,2173,30,141,0,0,2580,249,7048,104,27,0,18,0,0,0,0,3536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,3230,0,0,0,0,0,36,0,0,0,0,0,0,0,0,1
H27988,0,0,0,0,3,1,0,0,0,0,0,0,0,36,0,0,9508,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,271,0,76,4,0,0,0,648,113,0,49,0,0,1245,25,1928,0,24,0,0,0,0,0,96,4,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,489,0,0,0,6,0,0,0,0,545,0,0,0,0,0,0,0,0,0,0
H27989,0,0,0,0,2,0,0,0,0,0,0,0,0,734,0,0,12061,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,3025,0,13,14,0,0,0,285,97,1,0,0,0,3931,38,3305,16,52,0,15,0,0,0,132,122,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,131,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
H27991,0,0,0,0,1,0,0,0,0,0,0,0,0,57,0,0,2600,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,125,0,85,81,0,0,0,824,667,4,139,1,0,3573,138,2920,1,38,0,0,1,0,0,0,1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,12,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0
H27993,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,9839,0,4,0,0,0,0,0,37,0,21,0,0,0,0,0,390,27,155,519,0,0,0,2503,1088,18,114,5,0,2339,83,10657,106,71,2,28,1,0,0,858,82,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,1057,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
H27994,0,0,0,2,0,0,0,0,0,0,0,0,0,214,0,0,9143,0,23,0,0,0,0,0,0,0,177,0,0,0,0,8,837,0,3520,0,28,0,0,0,0,0,46,0,0,4144,978,1128,0,20,0,0,0,0,0,0,3423,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,8791,0,0,0,251,0,0,0,0,277,4,0,0,0,0,0,0,0,0,1
H27996,0,0,0,0,1,1,0,0,0,0,0,0,0,35,0,0,13273,0,0,0,0,0,0,0,1,0,32,0,0,0,0,0,39,0,5,0,0,0,0,112,1,51,11,0,2,1074,20,1921,5,18,0,54,0,0,0,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,2529,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
H27997,0,0,0,0,11,0,0,0,0,0,0,0,0,502,0,0,12879,0,0,0,0,0,0,0,0,0,120,1,0,0,0,0,196,31,55,578,0,0,0,911,538,20,148,2,49,2741,205,6320,63,44,0,28,0,0,0,119,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H27999,0,0,0,0,0,0,0,0,37,0,0,0,0,1117,0,0,11419,0,34,0,0,0,0,0,0,0,14,0,0,0,0,12,458,0,261,0,1,0,0,0,2,0,379,0,0,23061,45,3147,0,174,0,0,0,0,0,707,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,0,13,67,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
H28000,0,0,0,0,1,0,0,0,0,0,0,0,0,71,0,0,14342,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,60,385,15,0,0,0,0,140,520,46,0,4,0,2890,141,4965,2,119,0,37,0,0,0,0,678,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,110,0,0,0,4,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0
H28001,0,0,0,0,8,0,0,0,3,0,1,0,0,379,0,0,12700,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,451,5,246,201,14,0,0,707,91,3,144,7,0,3036,748,7392,0,86,0,0,0,0,0,0,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,2075,0,0,0,0,49,2,0,0,0,0,0,0,0,0,0
H28002,0,0,0,0,0,0,0,0,1,0,0,0,0,62,0,0,11536,0,0,0,0,1,1,0,15,0,12,0,0,0,0,0,100,0,8,178,0,0,0,77,693,33,9,1,0,3703,183,6203,4,37,0,0,5,0,0,0,2622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572,0,0,0,9,0,0,0,0,62,0,0,0,0,0,0,0,0,2,1
H28003,0,0,0,0,2,0,0,0,0,0,0,0,0,1237,0,0,3137,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,2265,0,196,0,0,0,0,166,0,3,12,0,0,8930,1254,5867,41,61,0,0,0,0,0,131,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,42,0,0,3,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H28004,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,9113,0,2,0,0,0,0,0,14,0,19,0,0,0,0,0,333,0,169,615,0,0,0,668,543,0,0,0,0,4230,226,3874,5,30,0,0,0,0,0,345,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,144,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
